identity,source_path,aligned_path,split,group_id,confidence,success,error
Frentzen,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Frentzen\aug_vid0_frame00261_fog_0001.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Frentzen\vid0_frame00261_aug_vid0_frame00261_fog_0001.jpg,test,vid0_frame00261,,false,No face detected.
Frentzen,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Frentzen\aug_vid0_frame00210_fog_0174.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Frentzen\vid0_frame00210_aug_vid0_frame00210_fog_0174.jpg,test,vid0_frame00210,,false,No face detected.
Frentzen,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Frentzen\aug_vid0_frame00327_photometric_0075.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Frentzen\vid0_frame00327_aug_vid0_frame00327_photometric_0075.jpg,test,vid0_frame00327,,false,No face detected.
Frentzen,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Frentzen\aug_vid0_frame00189_fog_0200.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Frentzen\vid0_frame00189_aug_vid0_frame00189_fog_0200.jpg,test,vid0_frame00189,,false,No face detected.
Frentzen,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Frentzen\aug_vid0_frame00186_fog_0305.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Frentzen\vid0_frame00186_aug_vid0_frame00186_fog_0305.jpg,test,vid0_frame00186,,false,No face detected.
Jessica,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Jessica\aug_vid0_frame00705_photometric_0410.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Jessica\vid0_frame00705_aug_vid0_frame00705_photometric_0410.jpg,enrollment,vid0_frame00705,,false,No face detected.
Jessica,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Jessica\aug_vid0_frame00560_photometric_0438.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Jessica\vid0_frame00560_aug_vid0_frame00560_photometric_0438.jpg,test,vid0_frame00560,,false,No face detected.
Marcus,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Marcus\aug_vid3_frame00126_combined_0085.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Marcus\vid3_frame00126_aug_vid3_frame00126_combined_0085.jpg,enrollment,vid3_frame00126,,false,No face detected.
Marcus,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Marcus\aug_vid3_frame00126_photometric_0095.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Marcus\vid3_frame00126_aug_vid3_frame00126_photometric_0095.jpg,enrollment,vid3_frame00126,,false,No face detected.
Marcus,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Marcus\aug_vid3_frame00126_rain_0323.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Marcus\vid3_frame00126_aug_vid3_frame00126_rain_0323.jpg,enrollment,vid3_frame00126,,false,No face detected.
Marcus,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Marcus\aug_vid3_frame00126_rain_0350.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Marcus\vid3_frame00126_aug_vid3_frame00126_rain_0350.jpg,enrollment,vid3_frame00126,,false,No face detected.
Marcus,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Marcus\aug_vid3_frame00112_combined_0431.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Marcus\vid3_frame00112_aug_vid3_frame00112_combined_0431.jpg,enrollment,vid3_frame00112,,false,No face detected.
Marcus,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Marcus\aug_vid3_frame00364_fog_0370.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Marcus\vid3_frame00364_aug_vid3_frame00364_fog_0370.jpg,enrollment,vid3_frame00364,,false,No face detected.
Marcus,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Marcus\aug_vid1_frame00081_fog_0165.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Marcus\vid1_frame00081_aug_vid1_frame00081_fog_0165.jpg,validation,vid1_frame00081,,false,No face detected.
Marcus,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Marcus\aug_vid1_frame00081_fog_0349.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Marcus\vid1_frame00081_aug_vid1_frame00081_fog_0349.jpg,validation,vid1_frame00081,,false,No face detected.
Marcus,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Marcus\aug_vid3_frame00420_photometric_0346.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Marcus\vid3_frame00420_aug_vid3_frame00420_photometric_0346.jpg,validation,vid3_frame00420,,false,No face detected.
Marcus,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Marcus\aug_vid3_frame00350_photometric_0126.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Marcus\vid3_frame00350_aug_vid3_frame00350_photometric_0126.jpg,validation,vid3_frame00350,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00435_photometric_0125.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00435_aug_vid0_frame00435_photometric_0125.jpg,enrollment,vid0_frame00435,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00348_combined_0332.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00348_aug_vid0_frame00348_combined_0332.jpg,enrollment,vid0_frame00348,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00351_combined_0368.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00351_aug_vid0_frame00351_combined_0368.jpg,enrollment,vid0_frame00351,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00351_photometric_0096.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00351_aug_vid0_frame00351_photometric_0096.jpg,enrollment,vid0_frame00351,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00096_photometric_0349.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00096_aug_vid0_frame00096_photometric_0349.jpg,enrollment,vid0_frame00096,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00420_snow_0390.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00420_aug_vid0_frame00420_snow_0390.jpg,enrollment,vid0_frame00420,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00132_snow_0367.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00132_aug_vid0_frame00132_snow_0367.jpg,enrollment,vid0_frame00132,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00216_fog_0058.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00216_aug_vid0_frame00216_fog_0058.jpg,enrollment,vid0_frame00216,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00036_photometric_0134.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00036_aug_vid0_frame00036_photometric_0134.jpg,enrollment,vid0_frame00036,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00036_snow_0351.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00036_aug_vid0_frame00036_snow_0351.jpg,enrollment,vid0_frame00036,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00012_photometric_0129.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00012_aug_vid0_frame00012_photometric_0129.jpg,enrollment,vid0_frame00012,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00336_combined_0211.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00336_aug_vid0_frame00336_combined_0211.jpg,enrollment,vid0_frame00336,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00252_photometric_0235.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00252_aug_vid0_frame00252_photometric_0235.jpg,enrollment,vid0_frame00252,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00087_photometric_0069.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00087_aug_vid0_frame00087_photometric_0069.jpg,enrollment,vid0_frame00087,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00069_rain_0128.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00069_aug_vid0_frame00069_rain_0128.jpg,enrollment,vid0_frame00069,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00168_rain_0135.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00168_aug_vid0_frame00168_rain_0135.jpg,enrollment,vid0_frame00168,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00294_photometric_0034.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00294_aug_vid0_frame00294_photometric_0034.jpg,enrollment,vid0_frame00294,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00231_combined_0308.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ninad\vid0_frame00231_aug_vid0_frame00231_combined_0308.jpg,enrollment,vid0_frame00231,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00156_photometric_0257.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Ninad\vid0_frame00156_aug_vid0_frame00156_photometric_0257.jpg,validation,vid0_frame00156,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00171_fog_0404.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Ninad\vid0_frame00171_aug_vid0_frame00171_fog_0404.jpg,validation,vid0_frame00171,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00171_photometric_0270.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Ninad\vid0_frame00171_aug_vid0_frame00171_photometric_0270.jpg,validation,vid0_frame00171,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00291_combined_0059.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Ninad\vid0_frame00291_aug_vid0_frame00291_combined_0059.jpg,validation,vid0_frame00291,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00084_fog_0231.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Ninad\vid0_frame00084_aug_vid0_frame00084_fog_0231.jpg,validation,vid0_frame00084,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00084_photometric_0382.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Ninad\vid0_frame00084_aug_vid0_frame00084_photometric_0382.jpg,validation,vid0_frame00084,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00144_photometric_0042.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Ninad\vid0_frame00144_aug_vid0_frame00144_photometric_0042.jpg,validation,vid0_frame00144,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00006_photometric_0103.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Ninad\vid0_frame00006_aug_vid0_frame00006_photometric_0103.jpg,validation,vid0_frame00006,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00312_photometric_0173.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\validation\Ninad\vid0_frame00312_aug_vid0_frame00312_photometric_0173.jpg,validation,vid0_frame00312,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00345_snow_0209.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Ninad\vid0_frame00345_aug_vid0_frame00345_snow_0209.jpg,test,vid0_frame00345,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00147_photometric_0246.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Ninad\vid0_frame00147_aug_vid0_frame00147_photometric_0246.jpg,test,vid0_frame00147,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00114_photometric_0074.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Ninad\vid0_frame00114_aug_vid0_frame00114_photometric_0074.jpg,test,vid0_frame00114,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00234_photometric_0335.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Ninad\vid0_frame00234_aug_vid0_frame00234_photometric_0335.jpg,test,vid0_frame00234,,false,No face detected.
Ninad,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ninad\aug_vid0_frame00204_photometric_0228.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\test\Ninad\vid0_frame00204_aug_vid0_frame00204_photometric_0228.jpg,test,vid0_frame00204,,false,No face detected.
Ryan,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ryan\aug_vid0_frame00224_combined_0345.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ryan\vid0_frame00224_aug_vid0_frame00224_combined_0345.jpg,enrollment,vid0_frame00224,,false,No face detected.
Ryan,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ryan\aug_vid0_frame00064_photometric_0263.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ryan\vid0_frame00064_aug_vid0_frame00064_photometric_0263.jpg,enrollment,vid0_frame00064,,false,No face detected.
Ryan,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ryan\aug_vid0_frame00122_photometric_0129.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ryan\vid0_frame00122_aug_vid0_frame00122_photometric_0129.jpg,enrollment,vid0_frame00122,,false,No face detected.
Ryan,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Ryan\aug_vid0_frame00056_photometric_0217.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Ryan\vid0_frame00056_aug_vid0_frame00056_photometric_0217.jpg,enrollment,vid0_frame00056,,false,No face detected.
