identity,path,split,group_id
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00380_photometric_0191.jpg,enrollment,vid0_frame00380
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00380_photometric_0252.jpg,enrollment,vid0_frame00380
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00380.jpg,enrollment,vid0_frame00380
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00650_photometric_0021.jpg,enrollment,vid0_frame00650
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00650_photometric_0141.jpg,enrollment,vid0_frame00650
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00650_photometric_0265.jpg,enrollment,vid0_frame00650
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00650.jpg,enrollment,vid0_frame00650
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00685_combined_0144.jpg,enrollment,vid0_frame00685
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00685_fog_0049.jpg,enrollment,vid0_frame00685
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00685_fog_0357.jpg,enrollment,vid0_frame00685
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00685_geometric_0263.jpg,enrollment,vid0_frame00685
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00685_occlusion_0210.jpg,enrollment,vid0_frame00685
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00685_photometric_0119.jpg,enrollment,vid0_frame00685
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00685_rain_0283.jpg,enrollment,vid0_frame00685
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00685.jpg,enrollment,vid0_frame00685
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00725_combined_0335.jpg,enrollment,vid0_frame00725
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00725_combined_0406.jpg,enrollment,vid0_frame00725
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00725_geometric_0161.jpg,enrollment,vid0_frame00725
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00725_geometric_0220.jpg,enrollment,vid0_frame00725
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00725_geometric_0253.jpg,enrollment,vid0_frame00725
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00725_snow_0194.jpg,enrollment,vid0_frame00725
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00725.jpg,enrollment,vid0_frame00725
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00015_combined_0386.jpg,enrollment,vid0_frame00015
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00015_snow_0333.jpg,enrollment,vid0_frame00015
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00015.jpg,enrollment,vid0_frame00015
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00285_geometric_0174.jpg,enrollment,vid0_frame00285
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00285_geometric_0332.jpg,enrollment,vid0_frame00285
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00285_occlusion_0158.jpg,enrollment,vid0_frame00285
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00285_photometric_0120.jpg,enrollment,vid0_frame00285
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00285_rain_0026.jpg,enrollment,vid0_frame00285
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00285.jpg,enrollment,vid0_frame00285
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00680_photometric_0095.jpg,enrollment,vid0_frame00680
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00680.jpg,enrollment,vid0_frame00680
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00480_fog_0223.jpg,enrollment,vid0_frame00480
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00480_geometric_0118.jpg,enrollment,vid0_frame00480
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00480_geometric_0402.jpg,enrollment,vid0_frame00480
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00480_photometric_0093.jpg,enrollment,vid0_frame00480
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00480_photometric_0221.jpg,enrollment,vid0_frame00480
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00480.jpg,enrollment,vid0_frame00480
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00320_photometric_0277.jpg,enrollment,vid0_frame00320
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00320.jpg,enrollment,vid0_frame00320
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00355_combined_0437.jpg,enrollment,vid0_frame00355
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00355.jpg,enrollment,vid0_frame00355
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00225_occlusion_0363.jpg,enrollment,vid0_frame00225
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00225_photometric_0229.jpg,enrollment,vid0_frame00225
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00225.jpg,enrollment,vid0_frame00225
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00630.jpg,enrollment,vid0_frame00630
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00730_combined_0105.jpg,enrollment,vid0_frame00730
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00730_combined_0189.jpg,enrollment,vid0_frame00730
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00730_combined_0298.jpg,enrollment,vid0_frame00730
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00730_geometric_0305.jpg,enrollment,vid0_frame00730
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00730_photometric_0197.jpg,enrollment,vid0_frame00730
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00730_rain_0340.jpg,enrollment,vid0_frame00730
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00730.jpg,enrollment,vid0_frame00730
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00575_combined_0148.jpg,enrollment,vid0_frame00575
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00575_fog_0374.jpg,enrollment,vid0_frame00575
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00575_photometric_0082.jpg,enrollment,vid0_frame00575
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00575_snow_0062.jpg,enrollment,vid0_frame00575
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00575.jpg,enrollment,vid0_frame00575
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00615_geometric_0356.jpg,enrollment,vid0_frame00615
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00615_occlusion_0303.jpg,enrollment,vid0_frame00615
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00615_photometric_0051.jpg,enrollment,vid0_frame00615
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00615_snow_0226.jpg,enrollment,vid0_frame00615
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00615.jpg,enrollment,vid0_frame00615
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00450_combined_0045.jpg,enrollment,vid0_frame00450
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00450_combined_0096.jpg,enrollment,vid0_frame00450
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00450_combined_0233.jpg,enrollment,vid0_frame00450
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00450_geometric_0070.jpg,enrollment,vid0_frame00450
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00450.jpg,enrollment,vid0_frame00450
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00605_geometric_0129.jpg,enrollment,vid0_frame00605
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00605_occlusion_0184.jpg,enrollment,vid0_frame00605
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00605_photometric_0378.jpg,enrollment,vid0_frame00605
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00605.jpg,enrollment,vid0_frame00605
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00350_combined_0232.jpg,enrollment,vid0_frame00350
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00350_geometric_0001.jpg,enrollment,vid0_frame00350
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00350_photometric_0104.jpg,enrollment,vid0_frame00350
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00350.jpg,enrollment,vid0_frame00350
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00425_geometric_0024.jpg,enrollment,vid0_frame00425
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00425_photometric_0258.jpg,enrollment,vid0_frame00425
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00425.jpg,enrollment,vid0_frame00425
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00530_geometric_0029.jpg,enrollment,vid0_frame00530
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00530.jpg,enrollment,vid0_frame00530
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00475_combined_0140.jpg,enrollment,vid0_frame00475
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00475_fog_0395.jpg,enrollment,vid0_frame00475
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00475_geometric_0077.jpg,enrollment,vid0_frame00475
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00475_geometric_0318.jpg,enrollment,vid0_frame00475
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00475_geometric_0329.jpg,enrollment,vid0_frame00475
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00475_photometric_0116.jpg,enrollment,vid0_frame00475
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\aug_vid0_frame00475_photometric_0240.jpg,enrollment,vid0_frame00475
Abhiram,C:\Users\main\Frentzen\Project\ISD\training_images_augmented_v2\Abhiram\raw_vid0_frame00475.jpg,enrollment,vid0_frame00475
