identity,source_path,aligned_path,split,group_id,confidence,success,error
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00325_photometric_0256.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00325_aug_vid0_frame00325_photometric_0256.jpg,enrollment,vid0_frame00325,0.999985,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00325_photometric_0260.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00325_aug_vid0_frame00325_photometric_0260.jpg,enrollment,vid0_frame00325,0.999811,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\raw_vid0_frame00325.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00325_raw_vid0_frame00325.jpg,enrollment,vid0_frame00325,0.999971,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00695_geometric_0003.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00695_aug_vid0_frame00695_geometric_0003.jpg,enrollment,vid0_frame00695,0.999811,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00695_geometric_0055.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00695_aug_vid0_frame00695_geometric_0055.jpg,enrollment,vid0_frame00695,0.999965,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00695_photometric_0008.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00695_aug_vid0_frame00695_photometric_0008.jpg,enrollment,vid0_frame00695,0.999471,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\raw_vid0_frame00695.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00695_raw_vid0_frame00695.jpg,enrollment,vid0_frame00695,0.999952,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00210_combined_0398.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00210_aug_vid0_frame00210_combined_0398.jpg,enrollment,vid0_frame00210,0.995329,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00210_geometric_0152.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00210_aug_vid0_frame00210_geometric_0152.jpg,enrollment,vid0_frame00210,0.999940,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\raw_vid0_frame00210.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00210_raw_vid0_frame00210.jpg,enrollment,vid0_frame00210,0.999985,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00215_combined_0022.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00215_aug_vid0_frame00215_combined_0022.jpg,enrollment,vid0_frame00215,0.999946,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00215_fog_0314.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00215_aug_vid0_frame00215_fog_0314.jpg,enrollment,vid0_frame00215,0.983467,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00215_snow_0179.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00215_aug_vid0_frame00215_snow_0179.jpg,enrollment,vid0_frame00215,0.997724,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\raw_vid0_frame00215.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00215_raw_vid0_frame00215.jpg,enrollment,vid0_frame00215,0.999964,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00205_combined_0399.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00205_aug_vid0_frame00205_combined_0399.jpg,enrollment,vid0_frame00205,0.997832,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00205_fog_0206.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00205_aug_vid0_frame00205_fog_0206.jpg,enrollment,vid0_frame00205,0.970200,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\raw_vid0_frame00205.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00205_raw_vid0_frame00205.jpg,enrollment,vid0_frame00205,0.999984,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00345_photometric_0046.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00345_aug_vid0_frame00345_photometric_0046.jpg,enrollment,vid0_frame00345,0.999791,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00345_photometric_0404.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00345_aug_vid0_frame00345_photometric_0404.jpg,enrollment,vid0_frame00345,0.990515,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\raw_vid0_frame00345.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00345_raw_vid0_frame00345.jpg,enrollment,vid0_frame00345,0.999854,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00445_geometric_0311.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00445_aug_vid0_frame00445_geometric_0311.jpg,enrollment,vid0_frame00445,0.999930,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00445_occlusion_0103.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00445_aug_vid0_frame00445_occlusion_0103.jpg,enrollment,vid0_frame00445,0.999981,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00445_photometric_0185.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00445_aug_vid0_frame00445_photometric_0185.jpg,enrollment,vid0_frame00445,0.999929,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00445_snow_0018.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00445_aug_vid0_frame00445_snow_0018.jpg,enrollment,vid0_frame00445,0.998225,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\raw_vid0_frame00445.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00445_raw_vid0_frame00445.jpg,enrollment,vid0_frame00445,0.999979,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00000_fog_0231.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00000_aug_vid0_frame00000_fog_0231.jpg,enrollment,vid0_frame00000,,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00000_geometric_0156.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00000_aug_vid0_frame00000_geometric_0156.jpg,enrollment,vid0_frame00000,,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\raw_vid0_frame00000.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00000_raw_vid0_frame00000.jpg,enrollment,vid0_frame00000,,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\raw_vid0_frame00025.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00025_raw_vid0_frame00025.jpg,enrollment,vid0_frame00025,0.999862,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00495_photometric_0330.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00495_aug_vid0_frame00495_photometric_0330.jpg,enrollment,vid0_frame00495,0.999933,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00495_photometric_0445.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00495_aug_vid0_frame00495_photometric_0445.jpg,enrollment,vid0_frame00495,,false,No face detected.
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00495_rain_0034.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00495_aug_vid0_frame00495_rain_0034.jpg,enrollment,vid0_frame00495,0.999178,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00495_rain_0271.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00495_aug_vid0_frame00495_rain_0271.jpg,enrollment,vid0_frame00495,0.999942,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\raw_vid0_frame00495.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00495_raw_vid0_frame00495.jpg,enrollment,vid0_frame00495,,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00170_photometric_0114.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00170_aug_vid0_frame00170_photometric_0114.jpg,enrollment,vid0_frame00170,0.999568,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\raw_vid0_frame00170.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00170_raw_vid0_frame00170.jpg,enrollment,vid0_frame00170,0.999951,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00700_geometric_0202.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00700_aug_vid0_frame00700_geometric_0202.jpg,enrollment,vid0_frame00700,0.999646,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00700_geometric_0423.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00700_aug_vid0_frame00700_geometric_0423.jpg,enrollment,vid0_frame00700,0.999981,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00700_occlusion_0276.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00700_aug_vid0_frame00700_occlusion_0276.jpg,enrollment,vid0_frame00700,0.999941,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00700_photometric_0299.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00700_aug_vid0_frame00700_photometric_0299.jpg,enrollment,vid0_frame00700,0.999941,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00700_snow_0117.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00700_aug_vid0_frame00700_snow_0117.jpg,enrollment,vid0_frame00700,0.997293,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\raw_vid0_frame00700.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00700_raw_vid0_frame00700.jpg,enrollment,vid0_frame00700,0.999918,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00095_combined_0339.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00095_aug_vid0_frame00095_combined_0339.jpg,enrollment,vid0_frame00095,0.999994,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00095_geometric_0157.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00095_aug_vid0_frame00095_geometric_0157.jpg,enrollment,vid0_frame00095,0.999936,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00095_occlusion_0222.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00095_aug_vid0_frame00095_occlusion_0222.jpg,enrollment,vid0_frame00095,0.999992,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\raw_vid0_frame00095.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00095_raw_vid0_frame00095.jpg,enrollment,vid0_frame00095,0.999993,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00435_geometric_0360.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00435_aug_vid0_frame00435_geometric_0360.jpg,enrollment,vid0_frame00435,0.999949,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00435_photometric_0012.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00435_aug_vid0_frame00435_photometric_0012.jpg,enrollment,vid0_frame00435,,false,No face detected.
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00435_photometric_0237.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00435_aug_vid0_frame00435_photometric_0237.jpg,enrollment,vid0_frame00435,0.999676,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00435_photometric_0416.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00435_aug_vid0_frame00435_photometric_0416.jpg,enrollment,vid0_frame00435,0.999800,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00435_rain_0160.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00435_aug_vid0_frame00435_rain_0160.jpg,enrollment,vid0_frame00435,0.992450,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00435_snow_0411.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00435_aug_vid0_frame00435_snow_0411.jpg,enrollment,vid0_frame00435,0.999830,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\raw_vid0_frame00435.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00435_raw_vid0_frame00435.jpg,enrollment,vid0_frame00435,0.999950,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00160_photometric_0436.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00160_aug_vid0_frame00160_photometric_0436.jpg,enrollment,vid0_frame00160,0.999937,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\raw_vid0_frame00160.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00160_raw_vid0_frame00160.jpg,enrollment,vid0_frame00160,0.999932,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00620_fog_0217.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00620_aug_vid0_frame00620_fog_0217.jpg,enrollment,vid0_frame00620,0.996916,true,
Abhiram,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\training_images_augmented_v2\Abhiram\aug_vid0_frame00620_geometric_0073.jpg,C:\Users\main\Frentzen\Project\ISD\frentzen\frentzen\artifacts\aligned_faces\enrollment\Abhiram\vid0_frame00620_aug_vid0_frame00620_geometric_0073.jpg,enrollment,vid0_frame00620,0.999949,true,
